Article_num,EAN,Map,Plant,Stor_loc,Material_description,Segment,Family,Class
490022089,8906007280655,686.11,U2RZ,1000,FORTUNE COTNLITE REF COTTONSEED OIL5LCAN,STAPLES,EDIBLE OILS,EDIBLE OILS
491249706,8902041020523,58.76,U2RZ,1000,PICKWICK ASSORTED WAFER BISC 75G PO3 WRP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491061503,8901063160088,27.65,U2RZ,1000,BRIT PURE MAGIC CHOCLSH CRM BSC 75G CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
493625750,8906019340248,17.52,U2RZ,1000,TRIMURTIKING'SSWEETCORNFROZEN200 g PP,FROZEN VEG. / SNACKS,FROZEN FRUITS & VEGETABLES,FROZEN VEGETABLES
490999955,8901030916533,272.15,U2RZ,1000,PONDS MOISTURISING COLD CR 200ML CBD,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490694639,8906066201721,84.1,U2RZ,1000,KEYA PIZZA SEASONING 45g PET,STAPLES,SPICES & CONDIMENTS,HERBS & SEASONINGS
491695376,8904132919365,59.68,U2RZ,1000,DESI KITCHEN INST RICE IDLI MIX 500G PCH,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
490002123,89002940,33.1,U2RZ,1000,PARACHUTE COCONUT OIL 100ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490002123,89002940,33.1,U2RZ,2997,PARACHUTE COCONUT OIL 100ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
492339383,8906090572842,21.43,U2RZ,1000,TOO YUMM POTATO STIX ALOO CHAAT 70G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491000012,8901207030512,54.05,U2RZ,1000,ODONIL JSMN FNTSY RM FRSHNG GEL 75g CBD,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
491377477,8906000364215,19.11,U2RZ,1000,JEWEL TWINKLE SmL PL LUNCH BOX 500mL ASS,HOUSEWARE,Bottle and lunch box,Lunch Packs
490000281,8904004403732,38.89,U2RZ,1000,HALDIRAM N MOONG DAL 200g PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
492662732,8906014880909,3.98,U2RZ,1000,REWYND RAJGIRA CHIKKI 25g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490373600,8901725013684,13.32,U2RZ,1000,BINGO ACHARI MASTI MAD ANGLES 66G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491350259,8903377341740,90.98,U2RZ,1000,BP BHARAT MILK MUG 1PC MIX COLOR ASS,HOUSEWARE,HOUSEHOLD HARDS,CLOSET ACCESSORIES
493851339,8904393406222,55,U2RZ,1000,KVI METAL CAR SET OF 2,TOYS,VEHICLES & ACCESSORIES,VEHICLES & ACCESSORIES NON POWERED
494462387,8904222900945,73.72,U2RZ,1000,POLYSET CLICK TITE PL CONT RECT 1000,HOUSEWARE,Kitchen Storage,Containers
490003778,8901030814112,317.98,U2RZ,1000,SURF EXCEL QUICK WASH DTRGNT PWDR 2kg PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
492334605,8901725105150,10.36,U2RZ,2997,B NATURAL APPLE DRINK 180ml TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491439842,8901262152303,20.43,U2RZ,1000,AMUL CAMEL MILK 200 ML PET,DAIRY,DAIRY - PROCESSED,UHT BOTTLE MILK
492339384,8906090572859,22.5,U2RZ,1000,TOO YUMM RINGS TOMATO THUNDER 70G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491417917,8906085932644,18.69,U2RZ,1000,DINE SMART RND OPAL BL BELL VEG BWL200ML,HOUSEWARE,TABLEWARE,MELAMINE
490309134,80972945,32.54,U2RZ,1000,KINDER JOY BLUEDTN CHOCLATE SRPRS 20g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491349998,8904222911330,46.56,U2RZ,1000,POLYSET ROUND PLASTIC COLANDER BLUE,HOUSEWARE,Kitchen Storage,Containers
493840371,8901030976520,327.27,U2RZ,1000,VASELINE LGHT HYD INC CR BDYLTN 400MLPET,PERSONAL CARE,SKIN CARE,BODY CARE
490915878,8901030929427,128.33,U2RZ,1000,LUX JSMN&VIT-E VLVT GLW SOAP 150Gx3 WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491112834,8901030683251,25.57,U2RZ,1000,LIFEBUOY LEMON ALOE FRESH SOAP 100g WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490000151,8901192208118,56.09,U2RZ,1000,CATCH KITCHEN KING MASALA 100 g CBD,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490782405,8904256000628,162.75,U2RZ,1000,NIVEA SHOWER GEL COOL KICK 250 ml PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491691939,8909106010833,95.59,U2RZ,1000,LIFEBUOY LMN FRESH SOAP 100 gx4 B3G1 wrp,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491935081,8901314311733,759.95,U2RZ,2997,CLGTE PRCLNICL 150 CHRCOL BAT POW TB CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491935081,8901314311733,759.95,U2RZ,1000,CLGTE PRCLNICL 150 CHRCOL BAT POW TB CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490003407,8901138511814,60.51,U2RZ,1000,HIMALAYA BABY POWDER 100 g BTL,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
490002536,8901023005398,25.28,U2RZ,1000,GODREJ SHIKAKAI SOAP 75g WRP,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491361449,89006627,29.87,U2RZ,1000,ORBIT MIXD FRUIT SUGRFRE CHWG GUM22G PET,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491652551,8901314502124,55.77,U2RZ,1000,COLGATE ZZ NEEM TB PO3 M CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490008449,8901030997693,102.9,U2RZ,1000,ACTVWHEEL CLN&FSLMN&JN 2 N1 DTPWD 2KG PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490008449,8901030997693,102.9,U2RZ,2997,ACTVWHEEL CLN&FSLMN&JN 2 N1 DTPWD 2KG PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490002472,8901030886102,28.4,U2RZ,1000,LUX INTERNATIONAL CREAMY SOAP 75g CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
493656204,8934839125226,50.21,U2RZ,1000,PEPSODENT TP KDS STRWBERRY 2-6 Y 45G CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490002894,8901396465003,50.12,U2RZ,1000,COLIN GLASS CLEANER SPRAY 250 ML PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
494271958,8907324027978,58,U2RZ,1000,TOYTALES ABS REVOLVER GUN,TOYS,GUNS & WEAPONS,POWERED
491167952,8902102163671,60.49,U2RZ,1000,EXO TOUCHSHINE RND DISWSH BAR 700G CON,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
491335710,8886467122446,83.43,U2RZ,1000,PRINGLES PERI PERI POTATO CHIPS 102G CAN,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491538488,8904271200393,214.35,U2RZ,1000,BAYGON COCKROACH KILLER 625 ml CAN,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
490005648,8901088017411,888.61,U2RZ,1000,SAFFOLA GOLD BLND RFND OL 6L PCH CAN,STAPLES,EDIBLE OILS,EDIBLE OILS
493827853,8904132965492,61.55,U2RZ,1000,GLIMMER MULTI-VARIANT SOAP 100G PO5 WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490056633,8904271201543,141.85,U2RZ,1000,BAYGON MAX COCKROACH KILLER 400ml CAN,HOME CARE,HOUSEHOLD NEEDS,INSECTICIDES AND PESTICIDES
492164285,6926427611671,85.69,U2RZ,1000,WB ESSENTIALS HA TADKA PAN 11cm,HOUSEWARE,COOKWARE,POTS N PANS
491187255,8902901224641,41.52,U2RZ,1000,GOOD LIFE MASOOR WHOLE 500 g PP,STAPLES,PULSES,PULSES
490436570,8904037801697,52.69,U2RZ,1000,GM NIGHT LAMP LED NANO WHITE 0.5W PP,GM FMCG,Hardlines,Household Lighting
491432583,8901207023644,92.6,U2RZ,1000,DABUR RED GEL TOOTHPASTE 150G X 2 CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491185271,8902901223408,14.6,U2RZ,1000,GOOD LIFE MURMURA BHEL 200 g PP,STAPLES,RICE,RICE
491338177,8906090850049,22.08,U2RZ,1000,SWASTIK HOUSEWARE POLYLNE ROPE 10MTR,HOUSEWARE,Laundry Essential,Laundry Utlility
493721166,8904132953857,59.98,U2RZ,1000,IND MOONG DAL 500G PCH,STAPLES,PULSES,PULSES
491440337,8410179007489,122.9,U2RZ,1000,BORGES FARFALLE PASTA 500 g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
490537394,8902579103170,29.25,U2RZ,1000,FROOTI MANGO DRINK 600ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491208644,8901526209903,28.65,U2RZ,1000,GARNR BLK NTRLS HRCLR 2ORG BLK20ML+20GPP,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491899960,8901030881695,16.24,U2RZ,1000,VIM EXT ANTI BAC NEEM DSHWSH BAR 250g PP,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490373556,8906002482481,12.73,U2RZ,1000,SNICKERS PEANUT CHOCOLATE 22G PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490088933,8901248704014,106.07,U2RZ,1000,ZANDU PNCHRSHT AYRVDC DIG TNC 450 ML BTL,HEALTH,AYURVEDIC,GASTROINTESTINALS
494260686,8904132974753,20.1,U2RZ,1000,RASKIK COCONUT WATER 200 ML PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
492508223,8908004383896,82.63,U2RZ,1000,MANGALAM PURE BHIMSENI CAMPHOR 50G PET,#N/A,#N/A,#N/A
494407960,8904132946996,51.61,U2RZ,1000,KAFEHILLS CLASSIC INSTANT COFFEE 50G PP,BEVERAGES,TEA & COFFEE,COFFEE
490920577,8904256001168,179.03,U2RZ,1000,NIVEA SHOWER GEL ACTIVE CLEAN 250 ml PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
494462390,8904222900976,66.93,U2RZ,1000,POLYSET CLICK TITE PL CONT SQUARE 1000,HOUSEWARE,Kitchen Storage,Containers
490005349,8901063139213,27.64,U2RZ,1000,BRIT BOURBON THE ORIGINAL BISCUT 150g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491390511,8901719129490,30.79,U2RZ,1000,PARLE MAZELO FRUIT GANG 171G PCH,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490001229,8902080105045,20.72,U2RZ,1000,PEPSI   330 ML CAN,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
490006931,7622202031519,157.66,U2RZ,1000,CADBURY HOT CHOCOLATE POWDER 200g TUB,BEVERAGES,HEALTH DRINKS,HEALTH DRINKS
490011061,8904043706597,25.49,U2RZ,1000,SHREE RAI SPECIAL 200 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
493680559,8901499012005,72.88,U2RZ,1000,KELLOGG'S CHOCOS MOON & STARS 170GM PP,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
493646166,8904132948679,81.61,U2RZ,1000,INDEPENDENCE SUPERFINE BESAN 1KG PCH,STAPLES,FLOURS,FLOURS
491551668,8904132912779,26.18,U2RZ,1000,SNACTAC BIKANERI BHUJIA 150 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490847027,8901030779640,129.41,U2RZ,1000,Lipton Lemon Zest Green TBag25NX1.3G CBD,BEVERAGES,TEA & COFFEE,TEA
490896791,8901314116079,47.02,U2RZ,1000,CLGT KDS BRBIE EXTRSFT ASRT TB 5+Y 1NCBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491215597,8901248433037,28.92,U2RZ,1000,SUNNY GRNSTRG PNFR CNTRT FLCLNR 200mlPET,HOME CARE,HOUSEHOLD CLEANING,SURFACE CLEANING
494247509,8901030865275,173.87,U2RZ,1000,LAKMEPEACHMILKULTRALIGHTGEL100GJAR,PERSONAL CARE,SKIN CARE,FACE CARE
491337396,8901725005993,13.17,U2RZ,1000,SUNFEAST YIPPEE MOOD MSL NOODLS 65G PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
491168155,8906019562138,7.5,U2RZ,2997,REAL FARLI MITHA 60 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491168155,8906019562138,7.5,U2RZ,1000,REAL FARLI MITHA 60 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490000284,8904004402834,56.57,U2RZ,1000,HALDIRAM N PANCHRATAN MIXTURE 200g PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
492489954,8902901043921,28.65,U2RZ,1000,JOYLAND KACCHA AAAM CANDY 280g PCH,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
493646075,8902901065558,24.94,U2RZ,1000,Good Life Roasted Sooji 500g PP,STAPLES,FLOURS,FLOURS
493646075,8902901065558,24.94,U2RZ,2997,Good Life Roasted Sooji 500g PP,STAPLES,FLOURS,FLOURS
491185128,8902901222661,71.72,U2RZ,1000,GOOD LIFE CORIANDER WHOLE 500 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491316336,8908019303025,34.5,U2RZ,1000,APPLE BESAN 500 g PP,STAPLES,FLOURS,FLOURS
491316336,8908019303025,34.5,U2RZ,2997,APPLE BESAN 500 g PP,STAPLES,FLOURS,FLOURS
490000189,8906005501059,31.59,U2RZ,1000,BIKAJI MOONG DAL 200 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491639096,8901314312822,125.65,U2RZ,1000,CLGTE CHRL CLEN BMB CHRL&MT TP 120g CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491215585,8901030902369,7.05,U2RZ,1000,KNORR INST CUPASOUP VEG HOT&SOUR 11G PP,PROCESSED FOOD,READY TO COOK,SOUPS
490959151,8901157045079,277.61,U2RZ,1000,GDRJ AERTWST FRS LSHGRN CARFRS GL 45G PP,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
493634847,8906032018810,70.34,U2RZ,1000,PATANJALI DOODH BSC 800G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490003810,8901030865169,27.75,U2RZ,1000,SURF EXCEL DETERGENT BAR 250 g PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
491264457,8908001658065,38.57,U2RZ,1000,OCEAN FRTDRNK MNGO PSN FLVRWTR 500ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491264457,8908001658065,38.57,U2RZ,2997,OCEAN FRTDRNK MNGO PSN FLVRWTR 500ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491185091,8902901222296,29.4,U2RZ,1000,GOOD LIFE SMALL FENNEL 100g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
492848429,8908001285711,101.52,U2RZ,1000,KERALA SANDAL SOAP 125gX3 CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
493031665,8906149990894,13.28,U2RZ,1000,CANDZEY MANGO SWEET CANDY 100g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491378947,8906100371403,68.31,U2RZ,1000,HAPPY TO HANG OFFICIO PLST HNGR 6PCS ASS,HOUSEWARE,Laundry Essential,Laundry Utlility
491554199,8906005500120,17.7,U2RZ,1000,BIKAJI FALAHARI CHIPS 70G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
494336983,8901030713293,242.61,U2RZ,1000,RIN MATIC DET LIQUID FL 2L PCH,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490017825,8901662002017,43.34,U2RZ,1000,SUHANA AMBARI KANDA LASUN MSLA 200 g PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490005092,9002490224844,219.34,U2RZ,1000,RED BULL ENERGY DRINK 250mlX4 CBD,BEVERAGES,DRINKS,DRINKS
490025541,839423004223,7.17,U2RZ,1000,SAMRAT SNACKS POTATO CHIPS SALTED 30G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491320949,8908004598023,6.19,U2RZ,1000,PREMCHAND DHANADAL RS.10 25 g PP,STAPLES,SPICES & CONDIMENTS,MUKHWAS
491631781,8904132918320,28.93,U2RZ,1000,GET REAL ALOE+GLY+VIT E SHWRGL 250ML PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491586415,8904132917095,130.9,U2RZ,1000,AARAMBH KADAK TEA 1 kg PP,BEVERAGES,TEA & COFFEE,TEA
490000057,8901088017381,150.82,U2RZ,1000,SAFFOLA GOLD BLND EDBL VGTBL OIL 1L PP,STAPLES,EDIBLE OILS,EDIBLE OILS
490729027,8909106005518,592.15,U2RZ,1000,DOVE NS DAILY SHNE THERAPY SHM 650ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491296227,8906019771066,161.27,U2RZ,1000,NUTRAJ CALIFRN R&S INSHL PISTACH 200g PP,STAPLES,DRY FRUITS,DRY FRUITS
491901698,8904132922808,37.92,U2RZ,1000,HMONE SS FLWR OVAL SRVNG SPN 62x24MM CBD,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
491373676,8901764022913,11.46,U2RZ,1000,FANTA ORANGE SOFT DRINK 250ml PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491555202,8904271200454,52.95,U2RZ,1000,ALL OUT SATTVA REFILL 45 ml CBD,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
490004167,8901764052903,54.35,U2RZ,1000,LIMCA LIME N LEMON SOFT DRINK 2.25l PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
490782404,8901138511456,126.43,U2RZ,1000,HIMALAYA GNTL BBY SHMP(HIB&CHK)200ML PET,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
490249798,8908008252013,56.41,U2RZ,1000,RASMALAI GOLD JAGGERY 960G PP,STAPLES,SUGAR,SUGAR
491061277,8904035416626,78.05,U2RZ,1000,JOY SKNFRT MOIS WT JJBA&ALM OIL200ml CON,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491085636,8908001285292,121.02,U2RZ,1000,KERALA SANDAL TRIO 450 g CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491061087,8904109450426,49.98,U2RZ,1000,PATANJALI SAUNDARYA FW OP NM T&AV60GTUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490002871,8901396601814,109.78,U2RZ,1000,VEET LM&J FRGN NRMLSKN HR RMVL CRM50gCBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
490017829,8901662024736,55.7,U2RZ,1000,SUHANA PAV BHAJI MASALA 100 GM CBD,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490052691,42204244,91.14,U2RZ,1000,NIVEA CREME ALL PURPOSE CREAM 60ml TIN,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490808039,8901262020299,349.94,U2RZ,1000,AMUL PROCESSED CHEESE SLICES 750 g PP,DAIRY,DAIRY - CHILLED,PROCESSED CHEESE
492848023,8901030702884,88.62,U2RZ,1000,POND SP LT G HY GLW SKN H VIT E 50ml CON,PERSONAL CARE,SKIN CARE,BODY CARE
493827875,8906000720073,6.49,U2RZ,1000,LOTUS ON&ON BOX PACK 18 G,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491696979,8901030987007,48.56,U2RZ,2997,KNORR SCEZWAN SAUCE 200g PCH,PROCESSED FOOD,READY TO EAT,SAUCES
493721259,8904132960381,95,U2RZ,1000,HOME ONE GLASS JAR SET OF 2 1175 ML ASTD,HOUSEWARE,TABLEWARE,GLASSWARE
492865905,8901663005031,23.87,U2RZ,1000,GALA NONSTIK 5X DURBL SCRUB PAD 10X15CM,GM FMCG,Cleaning Aids,Utensil Scrubbers
493831082,6941849651111,64.99,U2RZ,1000,WELLBERG 4 SIDED GRATER,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
493656154,8904132943650,6.02,U2RZ,1000,ENZO ULTRA WHITE BRIGHT DET BAR 75g PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
493721369,8904132960404,30.5,U2RZ,1000,HOME ONE GLASS MUG ROYAL 180 ML 1 PIECE,HOUSEWARE,TABLEWARE,GLASSWARE
490547881,8901512881205,106.29,U2RZ,1000,SUNDROP PEANUT BTER RGLR CRNCHY 462g PET,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
490870045,8901192002105,32.4,U2RZ,1000,CATCH PINK ROCK SALT SPRINKLERS 100G TIN,STAPLES,SALT,SALT
491349663,8902901001747,42.4,U2RZ,1000,SOOJI RAWA 1 kg PP,STAPLES,FLOURS,FLOURS
491695103,8908012731023,10.68,U2RZ,1000,Dr. Brand Cooking Soda 100 g PP,STAPLES,SALT,SALT
491089754,8903622003140,24.64,U2RZ,1000,SOFY BODYFIT SNTRY PAD REGULR 7N(6+1) PP,PERSONAL CARE,P'SONAL HYGN,FEM HYGN
492489671,8906045097871,18,U2RZ,1000,NTR D SPRKL FRT DRNK NIMBU PDN 600ML PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
490967438,8901030882548,39.99,U2RZ,1000,RED LABEl NATURAl CARE LEAF TEA 100g CBD,BEVERAGES,TEA & COFFEE,TEA
491298025,8903622004031,76.09,U2RZ,1000,SOFY DLY FRSH PNTYLNR WTH FRGRNCE 20N PP,PERSONAL CARE,P'SONAL HYGN,FEM HYGN
491963193,8904132925380,11.86,U2RZ,1000,HOME ONE DSP PAPER NPKN 22X22cm 100PC PP,GM FMCG,Disposable Goods,Face Tissues
490012612,8901207042799,60.8,U2RZ,1000,ODONIL LVNDR MDW AIR FRSHNR BLCK 72G CBD,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
491376448,4987176168399,143.96,U2RZ,1000,VICKS BABYRUB 50ML CBD,HEALTH,OTC,RESPIRATORY/ALLERGY PRODUCTS
491503070,7622201761769,124.67,U2RZ,1000,CADBURY DM SILK HAZELNUT CHOCL 143g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
492367000,8901023023460,6.53,U2RZ,1000,GODREJ PRTKTMGCPWD LIQ HW LME AL 9G PP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491085704,7622201756789,6.86,U2RZ,1000,CAD OREO STRAWBERRY CRM BSC 43.75G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491293086,8901063142619,24.19,U2RZ,2997,BRIT NUTRI CHOICE DIGS ZERO BISC 100g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491293086,8901063142619,24.19,U2RZ,1000,BRIT NUTRI CHOICE DIGS ZERO BISC 100g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490920582,8901399017902,105.8,U2RZ,1000,SANTOOR GLYCERINE SOAP 125GX 3N CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
492172041,8901012118405,113.9,U2RZ,1000,J & J BABY SOAP 75GM PACK OF 3 CBD,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
491349662,8902901001730,38.75,U2RZ,2997,MAIDA 1 kg PP,STAPLES,FLOURS,FLOURS
491349662,8902901001730,38.75,U2RZ,1000,MAIDA 1 kg PP,STAPLES,FLOURS,FLOURS
494336899,4987176191953,66.74,U2RZ,1000,VICKS VAPORUB STEAM PODS RTM 4SX2X12 IN,HEALTH,OTC,RESPIRATORY/ALLERGY PRODUCTS
490017386,8902188801078,79.23,U2RZ,1000,RAMDEV CHILLI POWDER 200 g PP,STAPLES,SPICES & CONDIMENTS,POWDER SPICES
490012711,8906007280303,1942.22,U2RZ,1000,FORTUNE REFINED SUN FLOWER OIL 15 L CAN,STAPLES,EDIBLE OILS,EDIBLE OILS
494400961,8906165270192,65,U2RZ,1000,PL SUPER GARAM MASALA 100G,STAPLES,SPICES & CONDIMENTS,SPICES & MASALAS
493626805,8901246006622,56.92,U2RZ,1000,DELMONTE KETCHUP SWEET & SPICY 800g PCH,PROCESSED FOOD,READY TO EAT,SAUCES
491317353,4987176177551,254.87,U2RZ,1000,ARIEL MATIC TOP LOAD DRGNT PWDR 2kg PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
491961318,8901030901607,242.68,U2RZ,1000,DOVE PINK SOAP 125g x 3 CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490537365,8901063365087,18.01,U2RZ,1000,BRTN GBLS 100%VEG FRUITY FUN CAKE 60g PP,DAIRY,BRANDED BAKERY CAKES & PASTRIES,CAKES
491161943,8901058005028,105.23,U2RZ,1000,MAGGI NTRI LCS MSLA OATS NODLES 294 G PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
492848334,8904238302511,112.13,U2RZ,2997,REAL MAN FRSH SPRT DEO 200ML CAN,PERSONAL CARE,Deo,Gas Deo
490011004,8904043700021,37,U2RZ,1000,SHREE AJMA 100 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
490009581,8906002006489,63.85,U2RZ,1000,FUNFOOD THSND ISLND SNDWCH SPRD 250G PET,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
491107265,8901725004675,48.52,U2RZ,1000,SUNFST FARMLITE OATS&RSNS CKIES 150g CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490794272,8906014882293,112.42,U2RZ,1000,GULAB CLASSC REF COTTONSEED OIL 1 L PP  ,STAPLES,EDIBLE OILS,EDIBLE OILS
491586418,8904132917651,24.38,U2RZ,1000,Aarambh Tea Bags 100% Assam 25 PCS CBD,BEVERAGES,TEA & COFFEE,TEA
491439579,8901331013078,80.73,U2RZ,1000,GHADI MACHINE WSH LVNDR DTRGNT PWD 1KGPP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
491601811,8904132917729,26.31,U2RZ,1000,GLIMMER SASSY STRAWBERRY LIP BALM 4.5g,PERSONAL CARE,SKIN CARE,FACE CARE
491185047,8902901222203,11.78,U2RZ,1000,GOOD LIFE CORIANDER POWDER 100 g PP,STAPLES,SPICES & CONDIMENTS,POWDER SPICES
492488939,8901725004927,33.31,U2RZ,1000,BINGO CHEESE NACHOS 82.5g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
493625848,8906010090869,120.8,U2RZ,1000,DLECTA 100% MOZARELACHESEBLOCK 200 g CBD,DAIRY,DAIRY - FROZEN,PIZZA CHEESE
491584182,8906116350058,83,U2RZ,1000,BMI DAMROO SS SPOON STAND NO. 3,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
492166404,8908014665036,24.76,U2RZ,1000,MAMIE YOVA FRENCH YOGURT LYCHEE 90 g CUP,DAIRY,FRESH MILK PRODUCTS,YOGHURT
490701650,7622202030987,31.68,U2RZ,1000,CADBURY GEMS SURP CHCLT BL TY 15.8G PET,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
493680172,8904132948976,1294.26,U2RZ,1000,INDEPENDENCE Z JEERASAR RICE 30 KG BAG,STAPLES,RICE,RICE
